ID	Instrument	Prize	Px_fill	Site	Volume init	Volume fill	Date	Status	Note	Tag
0x13b	GBPUSD 	1.37	1.338	 Sell	52000	52000	2021-02-02 00:14:52.043	Fill	 Ore Soil  Butter Oil	 tag1 tag2 tag1 tag2
0x13b	GBPUSD 	1.37	1.338	 Sell	52000	52000	2021-02-02 00:22:03.456	Done	 Ore Soil  Butter Oil	 tag1 tag2 tag1 tag2
0x10ca	USDCHF 	0.9	0.857	Buy	707000	0	2021-02-02 00:13:38.164	In_process	 silver Butter Oil diamond	 tag5 tag7 tag5
0x10ca	USDCHF 	0.9	0.857	Buy	707000	707000	2021-02-02 00:22:56.106	Fill	 silver Butter Oil diamond	 tag5 tag7 tag5
0x10ca	USDCHF 	0.9	0.857	Buy	707000	707000	2021-02-02 00:36:11.134	Done	 silver Butter Oil diamond	 tag5 tag7 tag5
0x4de	AUDUSD 	0.76	0.843	 Sell	205000	0	2021-02-02 00:31:58.712	In_process	 Butter Oil OreBercut	 tag5 tag7 tag8
0x4de	AUDUSD 	0.76	0.843	 Sell	205000	205000	2021-02-02 01:05:11.109	Fill	 Butter Oil OreBercut	 tag5 tag7 tag8
0x4de	AUDUSD 	0.76	0.843	 Sell	205000	205000	2021-02-02 02:05:49.134	Done	 Butter Oil OreBercut	 tag5 tag7 tag8
0x1698	EURUSD 	1.2	1.181	Buy	952000	0	2021-02-02 00:05:12.792	In_process	 Oil Ore silverWheat 	 tag5 tag1 tag7
0x1698	EURUSD 	1.2	1.181	Buy	952000	952000	2021-02-02 00:07:41.195	Fill	 Oil Ore silverWheat 	 tag5 tag1 tag7
0x1698	EURUSD 	1.2	1.181	Buy	952000	952000	2021-02-02 00:10:38.374	Done	 Oil Ore silverWheat 	 tag5 tag1 tag7
0x32c	EURJPY 	126.39	127.05	Buy	134000	0	2021-02-02 00:23:23.867	In_process	Wheat  Oil diamond silver	 tag2 tag2 tag1 tag9
0x32c	EURJPY 	126.39	127.05	Buy	134000	0	2021-02-02 00:44:02.921	 Cansel	Wheat  Oil diamond silver	 tag2 tag2 tag1 tag9
0x32c	EURJPY 	126.39	127.05	Buy	134000	0	2021-02-02 01:18:10.213	Done	Wheat  Oil diamond silver	 tag2 tag2 tag1 tag9
0x901	USDJPY 	105.02	105.02	Buy	380000	0	2021-02-02 00:16:18.304	In_process	 silver Goodbye Oil diamond	 tag1 tag7 tag2 tag3
0x901	USDJPY 	105.02	105.02	Buy	380000	0	2021-02-02 00:28:23.719	 Cansel	 silver Goodbye Oil diamond	 tag1 tag7 tag2 tag3
0x901	USDJPY 	105.02	105.02	Buy	380000	0	2021-02-02 00:46:24.479	Done	 silver Goodbye Oil diamond	 tag1 tag7 tag2 tag3
0xa35	USDCAD 	0.78	0.78	 Sell	430000	0	2021-02-02 00:41:15.412	In_process	 Goodbye diamond Soil  Oil	 tag3 tag4 tag6
0xa35	USDCAD 	0.78	0.78	 Sell	430000	185000	2021-02-02 01:30:27.549	 PartialFill	 Goodbye diamond Soil  Oil	 tag3 tag4 tag6
0xa35	USDCAD 	0.78	0.78	 Sell	430000	185000	2021-02-02 03:08:31.977	Done	 Goodbye diamond Soil  Oil	 tag3 tag4 tag6
0x1316	EURJPY 	126.39	127.08	 Sell	804000	0	2021-02-02 00:24:53.141	In_process	Wheat  Oil diamond Soil 	 tag4 tag2 tag3 tag5
0x1316	EURJPY 	126.39	127.08	 Sell	804000	646000	2021-02-02 00:47:34.610	 PartialFill	Wheat  Oil diamond Soil 	 tag4 tag2 tag3 tag5
0x1316	EURJPY 	126.39	127.08	 Sell	804000	646000	2021-02-02 01:25:46.475	Done	Wheat  Oil diamond Soil 	 tag4 tag2 tag3 tag5
0xb08	GBPUSD 	1.37	1.339	 Sell	465000	0	2021-02-02 00:09:06.872	In_process	 Ore Soil  Butter Oil	 tag3 tag5 tag1 tag2
0xb08	GBPUSD 	1.37	1.339	 Sell	465000	0	2021-02-02 00:14:22.668	 Cansel	 Ore Soil  Butter Oil	 tag3 tag5 tag1 tag2
0xb08	GBPUSD 	1.37	1.339	 Sell	465000	0	2021-02-02 00:21:13.398	Done	 Ore Soil  Butter Oil	 tag3 tag5 tag1 tag2
0xb88	USDCHF 	0.9	0.863	 Sell	486000	0	2021-02-02 00:11:21.342	In_process	 OreWheat  Oil Oil	 tag5 tag7
0xb88	USDCHF 	0.9	0.863	 Sell	486000	0	2021-02-02 00:18:31.738	 Cansel	 OreWheat  Oil Oil	 tag5 tag7
0xb88	USDCHF 	0.9	0.863	 Sell	486000	0	2021-02-02 00:28:18.103	Done	 OreWheat  Oil Oil	 tag5 tag7
0x1112	USDJPY 	105.02	104.53	 Sell	719000	0	2021-02-02 00:15:58.171	In_process	 silver Goodbye Oil diamond	 tag3 tag7 tag2
0x1112	USDJPY 	105.02	104.53	 Sell	719000	0	2021-02-02 00:27:41.950	 Cansel	 silver Goodbye Oil diamond	 tag3 tag7 tag2
0x1112	USDJPY 	105.02	104.53	 Sell	719000	0	2021-02-02 00:45:03.787	Done	 silver Goodbye Oil diamond	 tag3 tag7 tag2
0xaf3	EURPLN 	4.5	4.5	Buy	461000	0	2021-02-02 00:02:30.173	In_process	 Goodbye Oil diamond diamond	 tag4 tag9 tag9 tag5
0xaf3	EURPLN 	4.5	4.5	Buy	461000	213000	2021-02-02 00:03:30.655	 PartialFill	 Goodbye Oil diamond diamond	 tag4 tag9 tag9 tag5
0xaf3	EURPLN 	4.5	4.5	Buy	461000	213000	2021-02-02 00:04:36.804	Done	 Goodbye Oil diamond diamond	 tag4 tag9 tag9 tag5
0x2d6	GBRJPY 	143.61	144.36	 Sell	120000	0	2021-02-02 00:27:58.394	In_process	Bercut Oil OreWheat 	 tag7 tag7 tag2 tag1
0x2d6	GBRJPY 	143.61	144.36	 Sell	120000	120000	2021-02-02 00:55:03.197	Fill	Bercut Oil OreWheat 	 tag7 tag7 tag2 tag1
0x2d6	GBRJPY 	143.61	144.36	 Sell	120000	120000	2021-02-02 01:42:22.944	Done	Bercut Oil OreWheat 	 tag7 tag7 tag2 tag1
0x14db	EURPLN 	4.5	4.486	 Sell	878000	0	2021-02-02 00:03:38.766	In_process	 Oil diamond Ore silver	 tag3 tag7 tag2 tag9
0x14db	EURPLN 	4.5	4.486	 Sell	878000	0	2021-02-02 00:05:13.878	 Cansel	 Oil diamond Ore silver	 tag3 tag7 tag2 tag9
0x14db	EURPLN 	4.5	4.486	 Sell	878000	0	2021-02-02 00:07:00.491	Done	 Oil diamond Ore silver	 tag3 tag7 tag2 tag9
0x8c2	USDPLN 	3.7	3.696	 Sell	369000	0	2021-02-02 00:01:00.029	In_process	 Ore Soil  Butter Oil	 tag9 tag9 tag2
0x8c2	USDPLN 	3.7	3.696	 Sell	369000	369000	2021-02-02 00:01:21.209	Fill	 Ore Soil  Butter Oil	 tag9 tag9 tag2
0x8c2	USDPLN 	3.7	3.696	 Sell	369000	369000	2021-02-02 00:01:43.787	Done	 Ore Soil  Butter Oil	 tag9 tag9 tag2
0x7da	USDPLN 	3.7	3.695	Buy	331000	0	2021-02-02 00:01:16.769	In_process	 silverBercut Oil Oil	 tag9 tag5 tag3 tag2
0x7da	USDPLN 	3.7	3.695	Buy	331000	110000	2021-02-02 00:01:44.470	 PartialFill	 silverBercut Oil Oil	 tag9 tag5 tag3 tag2
0x7da	USDPLN 	3.7	3.695	Buy	331000	110000	2021-02-02 00:02:13.873	Done	 silverBercut Oil Oil	 tag9 tag5 tag3 tag2
0x6b6	AUDUSD 	0.76	0.843	Buy	283000	0	2021-02-02 00:32:01.304	In_process	 Butter Oil OreBercut	 tag6 tag8 tag7
0x6b6	AUDUSD 	0.76	0.843	Buy	283000	0	2021-02-02 01:05:19.961	 Cansel	 Butter Oil OreBercut	 tag6 tag8 tag7
0x6b6	AUDUSD 	0.76	0.843	Buy	283000	0	2021-02-02 02:06:08.789	Done	 Butter Oil OreBercut	 tag6 tag8 tag7
0x475	EURPLN 	4.5	4.487	Buy	188000	0	2021-02-02 00:03:32.488	In_process	 Oil diamond Ore silver	 tag1 tag3 tag6
0x475	EURPLN 	4.5	4.487	Buy	188000	188000	2021-02-02 00:05:04.116	Fill	 Oil diamond Ore silver	 tag1 tag3 tag6
0x475	EURPLN 	4.5	4.487	Buy	188000	188000	2021-02-02 00:06:47.726	Done	 Oil diamond Ore silver	 tag1 tag3 tag6
0x2d9	EURPLN 	4.5	4.482	Buy	120000	0	2021-02-02 00:05:01.069	In_process	 Oil Ore silverWheat 	 tag9 tag2
0x2d9	EURPLN 	4.5	4.482	Buy	120000	120000	2021-02-02 00:07:23.080	Fill	 Oil Ore silverWheat 	 tag9 tag2
0x2d9	EURPLN 	4.5	4.482	Buy	120000	120000	2021-02-02 00:10:11.821	Done	 Oil Ore silverWheat 	 tag9 tag2
0x1619	GBPUSD 	1.37	1.37	 Sell	931000	0	2021-02-02 00:08:43.524	In_process	 diamond Soil  Butter Oil	 tag2 tag2 tag9 tag3
0x1619	GBPUSD 	1.37	1.37	 Sell	931000	0	2021-02-02 00:13:40.699	 Cansel	 diamond Soil  Butter Oil	 tag2 tag2 tag9 tag3
0x1619	GBPUSD 	1.37	1.37	 Sell	931000	0	2021-02-02 00:20:04.148	Done	 diamond Soil  Butter Oil	 tag2 tag2 tag9 tag3
0x15c7	USDPLN 	3.7	3.695	Buy	917000	0	2021-02-02 00:01:05.002	In_process	 silverWheat  Butter Oil	 tag2 tag4 tag7 tag1
0x15c7	USDPLN 	3.7	3.695	Buy	917000	917000	2021-02-02 00:01:28.271	Fill	 silverWheat  Butter Oil	 tag2 tag4 tag7 tag1
0x15c7	USDPLN 	3.7	3.695	Buy	917000	917000	2021-02-02 00:01:52.956	Done	 silverWheat  Butter Oil	 tag2 tag4 tag7 tag1
0xb8e	EURPLN 	4.5	4.5	Buy	487000	0	2021-02-02 00:02:32.543	In_process	 Goodbye Oil diamond diamond	 tag5 tag1 tag2 tag9
0xb8e	EURPLN 	4.5	4.5	Buy	487000	487000	2021-02-02 00:03:33.069	Fill	 Goodbye Oil diamond diamond	 tag5 tag1 tag2 tag9
0xb8e	EURPLN 	4.5	4.5	Buy	487000	487000	2021-02-02 00:04:40.435	Done	 Goodbye Oil diamond diamond	 tag5 tag1 tag2 tag9
0x138e	AUDUSD 	0.76	0.844	Buy	824000	0	2021-02-02 00:32:36.326	In_process	 Butter Oil silverBercut	 tag7 tag5 tag9 tag2
0x138e	AUDUSD 	0.76	0.844	Buy	824000	824000	2021-02-02 01:06:50.140	Fill	 Butter Oil silverBercut	 tag7 tag5 tag9 tag2
0x138e	AUDUSD 	0.76	0.844	Buy	824000	824000	2021-02-02 02:09:43.732	Done	 Butter Oil silverBercut	 tag7 tag5 tag9 tag2
0xd42	GBPUSD 	1.37	1.338	 Sell	559000	0	2021-02-02 00:09:40.396	In_process	 Ore Soil  Goodbye Oil	 tag9 tag9 tag2 tag4
0xd42	GBPUSD 	1.37	1.338	 Sell	559000	312000	2021-02-02 00:15:23.584	 PartialFill	 Ore Soil  Goodbye Oil	 tag9 tag9 tag2 tag4
0xd42	GBPUSD 	1.37	1.338	 Sell	559000	312000	2021-02-02 00:22:55.168	Done	 Ore Soil  Goodbye Oil	 tag9 tag9 tag2 tag4
0xa3e	USDCHF 	0.9	0.862	Buy	432000	0	2021-02-02 00:11:43.446	In_process	 OreBercut Oil Oil	 tag5 tag2 tag2
0xa3e	USDCHF 	0.9	0.862	Buy	432000	432000	2021-02-02 00:19:13.321	Fill	 OreBercut Oil Oil	 tag5 tag2 tag2
0xa3e	USDCHF 	0.9	0.862	Buy	432000	432000	2021-02-02 00:29:31.991	Done	 OreBercut Oil Oil	 tag5 tag2 tag2
0x16d0	USDPLN 	3.7	3.695	Buy	961000	0	2021-02-02 00:01:07.056	In_process	 silverWheat  Goodbye Oil	 tag3 tag6 tag5
0x16d0	USDPLN 	3.7	3.695	Buy	961000	0	2021-02-02 00:01:31.806	 Cansel	 silverWheat  Goodbye Oil	 tag3 tag6 tag5
0x16d0	USDPLN 	3.7	3.695	Buy	961000	0	2021-02-02 00:01:56.653	Done	 silverWheat  Goodbye Oil	 tag3 tag6 tag5
0x2a1	USDJPY 	105.02	104.56	Buy	111000	0	2021-02-02 00:14:51.533	In_process	 silver Butter Oil diamond	 tag6 tag2 tag2
0x2a1	USDJPY 	105.02	104.56	Buy	111000	13000	2021-02-02 00:25:23.488	 PartialFill	 silver Butter Oil diamond	 tag6 tag2 tag2
0x2a1	USDJPY 	105.02	104.56	Buy	111000	13000	2021-02-02 00:40:43.532	Done	 silver Butter Oil diamond	 tag6 tag2 tag2
0x16a4	EURPLN 	4.5	4.483	 Sell	954000	0	2021-02-02 00:04:33.547	In_process	 Oil diamond Ore Soil 	 tag4 tag2 tag8 tag5
0x16a4	EURPLN 	4.5	4.483	 Sell	954000	954000	2021-02-02 00:06:39.332	Fill	 Oil diamond Ore Soil 	 tag4 tag2 tag8 tag5
0x16a4	EURPLN 	4.5	4.483	 Sell	954000	954000	2021-02-02 00:09:06.749	Done	 Oil diamond Ore Soil 	 tag4 tag2 tag8 tag5
0x824	EURPLN 	4.5	4.489	Buy	343000	0	2021-02-02 00:02:51.180	In_process	 Oil Oil diamond Ore	 tag6 tag8
0x824	EURPLN 	4.5	4.489	Buy	343000	343000	2021-02-02 00:04:01.051	Fill	 Oil Oil diamond Ore	 tag6 tag8
0x824	EURPLN 	4.5	4.489	Buy	343000	343000	2021-02-02 00:05:19.866	Done	 Oil Oil diamond Ore	 tag6 tag8
0xd9f	EURPLN 	4.5	4.486	Buy	574000	0	2021-02-02 00:03:39.210	In_process	 Oil diamond Ore silver	 tag4 tag8 tag3 tag1
0xd9f	EURPLN 	4.5	4.486	Buy	574000	329000	2021-02-02 00:05:14.358	 PartialFill	 Oil diamond Ore silver	 tag4 tag8 tag3 tag1
0xd9f	EURPLN 	4.5	4.486	Buy	574000	329000	2021-02-02 00:07:02.601	Done	 Oil diamond Ore silver	 tag4 tag8 tag3 tag1
0x14a	EURJPY 	126.39	127.11	 Sell	55000	0	2021-02-02 00:26:15.690	In_process	Bercut Oil Ore Soil 	 tag2 tag4 tag9 tag5
0x14a	EURJPY 	126.39	127.11	 Sell	55000	3000	2021-02-02 00:50:50.395	 PartialFill	Bercut Oil Ore Soil 	 tag2 tag4 tag9 tag5
0x14a	EURJPY 	126.39	127.11	 Sell	55000	3000	2021-02-02 01:32:56.709	Done	Bercut Oil Ore Soil 	 tag2 tag4 tag9 tag5
0x1700	EURPLN 	4.5	4.489	Buy	969000	0	2021-02-02 00:02:56.354	In_process	 Oil Oil diamond Ore	 tag9 tag5 tag8 tag9
0x1700	EURPLN 	4.5	4.489	Buy	969000	969000	2021-02-02 00:04:09.206	Fill	 Oil Oil diamond Ore	 tag9 tag5 tag8 tag9
0x1700	EURPLN 	4.5	4.489	Buy	969000	969000	2021-02-02 00:05:30.292	Done	 Oil Oil diamond Ore	 tag9 tag5 tag8 tag9
0x1681	EURPLN 	4.5	4.486	 Sell	948000	0	2021-02-02 00:03:39.052	In_process	 Oil diamond Ore silver	 tag4 tag8 tag3 tag1
0x1681	EURPLN 	4.5	4.486	 Sell	948000	948000	2021-02-02 00:05:14.218	Fill	 Oil diamond Ore silver	 tag4 tag8 tag3 tag1
0x1681	EURPLN 	4.5	4.486	 Sell	948000	948000	2021-02-02 00:07:02.973	Done	 Oil diamond Ore silver	 tag4 tag8 tag3 tag1
0x1161	GBRJPY 	143.61	143.61	 Sell	732000	0	2021-02-02 00:30:16.380	In_process	Bercut Oil OreWheat 	 tag2 tag5 tag9 tag7
0x1161	GBRJPY 	143.61	143.61	 Sell	732000	536000	2021-02-02 01:00:50.582	 PartialFill	Bercut Oil OreWheat 	 tag2 tag5 tag9 tag7
0x1161	GBRJPY 	143.61	143.61	 Sell	732000	536000	2021-02-02 01:55:38.202	Done	Bercut Oil OreWheat 	 tag2 tag5 tag9 tag7
0x13ee	EURUSD 	1.2	1.2	Buy	840000	0	2021-02-02 00:05:31.301	In_process	 Oil Ore silverWheat 	 tag5 tag1 tag3
0x13ee	EURUSD 	1.2	1.2	Buy	840000	840000	2021-02-02 00:08:12.281	Fill	 Oil Ore silverWheat 	 tag5 tag1 tag3
0x13ee	EURUSD 	1.2	1.2	Buy	840000	840000	2021-02-02 00:11:24.189	Done	 Oil Ore silverWheat 	 tag5 tag1 tag3
0x58c	USDCHF 	0.9	0.862	 Sell	234000	0	2021-02-02 00:11:41.207	In_process	 OreBercut Oil Oil	 tag4 tag7 tag1
0x58c	USDCHF 	0.9	0.862	 Sell	234000	0	2021-02-02 00:19:08.697	 Cansel	 OreBercut Oil Oil	 tag4 tag7 tag1
0x58c	USDCHF 	0.9	0.862	 Sell	234000	0	2021-02-02 00:29:22.384	Done	 OreBercut Oil Oil	 tag4 tag7 tag1
0x1773	AUDUSD 	0.76	0.847	 Sell	988000	0	2021-02-02 00:34:13.274	In_process	 Butter diamond silver Butter	 tag7 tag2 tag5 tag9
0x1773	AUDUSD 	0.76	0.847	 Sell	988000	976000	2021-02-02 01:11:06.516	 PartialFill	 Butter diamond silver Butter	 tag7 tag2 tag5 tag9
0x1773	AUDUSD 	0.76	0.847	 Sell	988000	976000	2021-02-02 02:20:00.814	Done	 Butter diamond silver Butter	 tag7 tag2 tag5 tag9
0x16a9	USDCAD 	0.78	0.873	Buy	954000	0	2021-02-02 00:37:10.164	In_process	 Goodbye diamond silver Goodbye	 tag1 tag9 tag3 tag4
0x16a9	USDCAD 	0.78	0.873	Buy	954000	954000	2021-02-02 01:19:04.160	Fill	 Goodbye diamond silver Goodbye	 tag1 tag9 tag3 tag4
0x16a9	USDCAD 	0.78	0.873	Buy	954000	954000	2021-02-02 02:39:35.270	Done	 Goodbye diamond silver Goodbye	 tag1 tag9 tag3 tag4
0xa36	EURUSD 	1.2	1.178	Buy	430000	0	2021-02-02 00:06:05.830	In_process	 diamond Ore Soil Bercut	 tag3 tag4 tag7 tag9
0xa36	EURUSD 	1.2	1.178	Buy	430000	185000	2021-02-02 00:09:08.419	 PartialFill	 diamond Ore Soil Bercut	 tag3 tag4 tag7 tag9
0xa36	EURUSD 	1.2	1.178	Buy	430000	185000	2021-02-02 00:12:50.576	Done	 diamond Ore Soil Bercut	 tag3 tag4 tag7 tag9
0x1380	GBPUSD 	1.37	1.339	 Sell	821000	0	2021-02-02 00:09:09.467	In_process	 Ore Soil  Butter Oil	 tag4 tag8 tag6 tag1
0x1380	GBPUSD 	1.37	1.339	 Sell	821000	0	2021-02-02 00:14:27.698	 Cansel	 Ore Soil  Butter Oil	 tag4 tag8 tag6 tag1
0x1380	GBPUSD 	1.37	1.339	 Sell	821000	0	2021-02-02 00:21:22.061	Done	 Ore Soil  Butter Oil	 tag4 tag8 tag6 tag1
0x776	EURJPY 	126.39	127.11	Buy	315000	0	2021-02-02 00:26:36.479	In_process	Bercut Oil Ore Soil 	 tag9 tag5 tag2 tag3
0x776	EURJPY 	126.39	127.11	Buy	315000	99000	2021-02-02 00:51:43.445	 PartialFill	Bercut Oil Ore Soil 	 tag9 tag5 tag2 tag3
0x776	EURJPY 	126.39	127.11	Buy	315000	99000	2021-02-02 01:34:54.911	Done	Bercut Oil Ore Soil 	 tag9 tag5 tag2 tag3
0xcc4	USDJPY 	105.02	104.54	 Sell	538000	0	2021-02-02 00:15:48.433	In_process	 silver Goodbye Oil diamond	 tag9 tag7 tag5
0xcc4	USDJPY 	105.02	104.54	 Sell	538000	538000	2021-02-02 00:27:21.138	Fill	 silver Goodbye Oil diamond	 tag9 tag7 tag5
0xcc4	USDJPY 	105.02	104.54	 Sell	538000	538000	2021-02-02 00:44:26.892	Done	 silver Goodbye Oil diamond	 tag9 tag7 tag5
0x588	USDCHF 	0.9	0.858	Buy	233000	0	2021-02-02 00:13:07.811	In_process	 silverBercut Oil diamond	 tag2 tag6 tag4
0x588	USDCHF 	0.9	0.858	Buy	233000	0	2021-02-02 00:21:55.816	 Cansel	 silverBercut Oil diamond	 tag2 tag6 tag4
0x588	USDCHF 	0.9	0.858	Buy	233000	0	2021-02-02 00:34:21.360	Done	 silverBercut Oil diamond	 tag2 tag6 tag4
0x15cb	EURCHF 	1.08	1.135	 Sell	918000	0	2021-02-02 00:18:44.897	In_process	 Soil  Oil diamond Ore	 tag9 tag3 tag2 tag9
0x15cb	EURCHF 	1.08	1.135	 Sell	918000	918000	2021-02-02 00:33:33.192	Fill	 Soil  Oil diamond Ore	 tag9 tag3 tag2 tag9
0x15cb	EURCHF 	1.08	1.135	 Sell	918000	918000	2021-02-02 00:56:30.849	Done	 Soil  Oil diamond Ore	 tag9 tag3 tag2 tag9
0xd36	USDCAD 	0.78	0.878	Buy	557000	0	2021-02-02 00:40:20.917	In_process	 Goodbye diamond Soil  Oil	 tag7 tag9 tag6
0xd36	USDCAD 	0.78	0.878	Buy	557000	0	2021-02-02 01:27:51.977	 Cansel	 Goodbye diamond Soil  Oil	 tag7 tag9 tag6
0xd36	USDCAD 	0.78	0.878	Buy	557000	0	2021-02-02 03:01:47.229	Done	 Goodbye diamond Soil  Oil	 tag7 tag9 tag6
0x546	EURPLN 	4.5	4.485	 Sell	222000	0	2021-02-02 00:03:52.343	In_process	 Oil diamond Ore silver	 tag1 tag1 tag3
0x546	EURPLN 	4.5	4.485	 Sell	222000	0	2021-02-02 00:05:34.717	 Cansel	 Oil diamond Ore silver	 tag1 tag1 tag3
0x546	EURPLN 	4.5	4.485	 Sell	222000	0	2021-02-02 00:07:31.331	Done	 Oil diamond Ore silver	 tag1 tag1 tag3
0x1232	EURCHF 	1.08	1.141	Buy	766000	0	2021-02-02 00:21:27.542	In_process	Wheat  Oil diamond silver	 tag6 tag4 tag5
